ID,Name,Population_increase_pct,Over65_pct_2010,Under15_pct_2010,Age_median_2010,Man_divided_by_Woman_ratio_2010,Kakukazoku_pct_2010,Single_over65_households_pct_2010,Twins_over65_households_pct_2010,Workers_over15_pct_2010,Primary_workers_pct_2010,Industrial_workers_pct_2010,Hiru_divided_Yoru_ratio_2010,A_Agriculture,B_Fishery,C_Mining,D_Construction,E_Manufacturer,F_Utility,G_IT,H_Logistics,I_Distributor,J_Financial_business,K_Real_Estate,L_Academic,M_Restaurant,N_Entertainment,O_Edudation,P_Medical,Q_Combined_Service,R_Other_Services,S_Public,T_Others
1202,北海道函館市,-4.660960781,27.51619297,10.94156171,50.70089933,83.53837758,0.553891835,0.138945346,0.118231763,0.436124058,3.823803906,17.77104721,102.7245662,0.007844973,0.027831173,0.000279297,0.082261324,0.083263509,0.005076643,0.010670807,0.060205037,0.178725746,0.023419916,0.016215683,0.019501536,0.075229599,0.04396471,0.043800417,0.13379171,0.006998866,0.06593885,0.047981665,0.066998538
1203,北海道小樽市,-7.593535868,31.53789596,9.933523843,54.5202743,82.18576518,0.595830438,0.159381515,0.146924948,0.413179916,1.426028296,18.16733814,101.5902614,0.006310769,0.007649972,0.000495322,0.071931756,0.105430196,0.005411851,0.010346725,0.075986058,0.201467621,0.026252064,0.015868648,0.020766832,0.080829206,0.047587599,0.041772152,0.148614933,0.006659329,0.068959824,0.036653825,0.02100532
1204,北海道旭川市,-2.102594391,26.61245969,11.65382411,49.81685693,85.61130689,0.595320354,0.117237931,0.13568766,0.444411472,2.806844512,17.70507529,100.5292499,0.026890887,0.0000454,0.000200969,0.093981965,0.075726242,0.004810279,0.00978263,0.057911353,0.191827712,0.023934705,0.01670632,0.024887685,0.062339144,0.043052647,0.045814344,0.153695552,0.006839413,0.066176995,0.055039448,0.040336331
1205,北海道室蘭市,-6.293965198,29.32290233,11.09864284,51.44791667,95.07438972,0.549886571,0.140696588,0.143321027,0.418310679,0.980829247,27.3871653,109.2748717,0.005183968,0.004273612,0.0000759,0.105980529,0.158022506,0.006827665,0.012112783,0.060589202,0.156075357,0.020407131,0.012062208,0.028777342,0.065065116,0.041016563,0.04169933,0.12552788,0.005057529,0.070754836,0.044733848,0.035756733
1206,北海道釧路市,-3.513294217,25.24897319,12.01916707,49.15536596,89.31919118,0.586586029,0.115390324,0.124703176,0.43702289,2.541968335,19.63561142,100.4675193,0.013880644,0.010331544,0.005279444,0.090091569,0.09165772,0.00606252,0.008184402,0.077271866,0.18379539,0.026877171,0.014006947,0.025247869,0.06988317,0.042273445,0.042766025,0.121376697,0.006959267,0.066952952,0.04959899,0.047502368
1207,北海道帯広市,0.792588229,22.34017232,12.77669348,45.80101394,92.12442697,0.563931856,0.095744964,0.113193005,0.474017744,5.101773631,19.04138473,104.5216801,0.046320705,0.000150636,0.000351485,0.093959479,0.079134343,0.003665487,0.008209686,0.055258467,0.185897919,0.022771208,0.014938114,0.027252642,0.061020311,0.039391429,0.039956315,0.111182245,0.007130125,0.057718862,0.056576536,0.089114007
1208,北海道北見市,-4.007510602,25.42498624,12.19158085,48.59956843,91.83888397,0.573782812,0.100416913,0.129403976,0.462880602,7.607616807,18.84167187,99.9506719,0.06297805,0.008164458,0.000996923,0.096220286,0.078980388,0.005706526,0.011602124,0.056188659,0.183605768,0.023341756,0.012495918,0.021468227,0.060863886,0.037694013,0.045755341,0.116777531,0.011619313,0.062651472,0.03803778,0.064851579
1209,北海道夕張市,-19.01666361,43.81981322,6.583043399,61.64035088,90.17934877,0.524067164,0.232835821,0.202052239,0.426661784,13.73390558,25.15021459,104.7976561,0.137339056,0,0.000214592,0.110944206,0.140343348,0.006652361,0.001716738,0.048497854,0.118454936,0.008154506,0.004077253,0.006437768,0.069313305,0.046566524,0.033476395,0.102145923,0.021244635,0.086266094,0.058154506,0
1210,北海道岩見沢市,-6.216650951,27.77660649,11.37717906,50.88634471,87.66915102,0.618896864,0.119292596,0.145629213,0.436973764,9.436557577,17.89208689,96.34034056,0.092279962,0.0000254,0.00050773,0.091696073,0.082810794,0.004061842,0.010510015,0.059226727,0.172907517,0.017973649,0.013404077,0.023304816,0.053057805,0.042852428,0.048234368,0.133329948,0.01287096,0.061739991,0.057373512,0.021832398
1211,北海道網走市,-4.956339334,22.76200474,12.35505212,46.3528827,104.8159065,0.518600531,0.092559787,0.112156776,0.456192985,11.92896236,17.37406456,101.446412,0.076351387,0.03785489,0,0.084157622,0.08217933,0.002940705,0.005827942,0.04796022,0.13965674,0.018392771,0.009837994,0.037106347,0.070416511,0.036090467,0.04715821,0.109233813,0.012190558,0.054910977,0.085120034,0.042613484
1212,北海道留萌市,-9.118043914,28.20869281,11.24831337,51.60151515,91.39928001,0.585330428,0.123638344,0.141884532,0.471521446,3.454004897,21.93074502,101.8767633,0.021505376,0.012747138,0.00017343,0.110995491,0.106312869,0.00563649,0.008498092,0.057578911,0.148196323,0.022979535,0.009798821,0.036853972,0.051508845,0.034946237,0.037374263,0.120620881,0.008758238,0.056104752,0.141085675,0.008324662
1213,北海道苫小牧市,-0.303484884,21.07343818,13.54840571,45.1715472,95.54793361,0.593984271,0.095540063,0.108800399,0.462756751,1.6559053,26.76351897,100.0853912,0.013378218,0.001969952,0.00243127,0.110005611,0.135627455,0.009562995,0.006670407,0.102088398,0.15657378,0.017854248,0.013552771,0.017168506,0.055819463,0.043314008,0.034885606,0.104694221,0.003777819,0.069384702,0.028115454,0.073125117
1214,北海道稚内市,-8.071726228,24.40459654,12.14042177,48.393,95.24161736,0.570950043,0.105111175,0.11643084,0.466548807,8.376159253,21.85598677,100.4546029,0.028744654,0.048016023,0.000378931,0.094462188,0.105451199,0.004114112,0.004926108,0.056677313,0.15254696,0.02105776,0.010339414,0.02246522,0.059059167,0.03626915,0.039733665,0.079250798,0.013154333,0.058517837,0.081253722,0.083581443
1215,北海道美唄市,-11.46961666,32.88487411,9.890447819,55.15,88.39279253,0.563198388,0.158820297,0.15900348,0.41868326,14.94864613,21.73669468,99.21256818,0.146880734,0,0.001834862,0.110917431,0.100825688,0.005229358,0.004678899,0.047614679,0.114678899,0.013853211,0.008073394,0.010917431,0.052752294,0.032385321,0.039908257,0.147706422,0.018990826,0.056238532,0.069082569,0.017431193
1216,北海道芦別市,-11.6790955,38.53371023,8.594454802,59.0276873,83.87703196,0.587858572,0.175983989,0.19412942,0.412557133,10.96698113,27.07841981,97.76280972,0.108309038,0.000145773,0.006268222,0.077259475,0.18425656,0.004227405,0.001749271,0.039067055,0.137609329,0.011661808,0.005830904,0.007434402,0.059037901,0.044169096,0.033236152,0.139650146,0.012390671,0.060058309,0.056559767,0.011078717
1217,北海道江別市,-2.46116293,21.84865792,12.16771563,45.91589862,92.10894072,0.630160842,0.084804133,0.122314405,0.429188018,2.969382541,18.73206776,89.00114773,0.028399247,0.0000565,0.000207156,0.096327684,0.082975518,0.005819209,0.024256121,0.079472693,0.183389831,0.020564972,0.018644068,0.028813559,0.053804143,0.036572505,0.061167608,0.109096045,0.00693032,0.075141243,0.046666667,0.041694915
1218,北海道赤平市,-12.18643665,38.8493194,8.483697373,59.692607,83.35751596,0.589798851,0.181393678,0.198994253,0.385534541,4.692323523,27.18666392,101.4164754,0.046592775,0.000205255,0.008415435,0.093390805,0.169334975,0.002052545,0.002463054,0.046387521,0.136904762,0.014778325,0.006157635,0.006157635,0.041256158,0.104064039,0.020525452,0.17179803,0.006773399,0.058908046,0.061165846,0.002668309
1219,北海道紋別市,-6.747474748,28.71987708,11.21623807,51.66298343,87.68484113,0.557346723,0.128699789,0.134866103,0.492888889,9.087854863,28.12867462,100.0282828,0.048200672,0.040495123,0.001721453,0.084597098,0.188212149,0.007049758,0.003278957,0.055496352,0.155258628,0.019099926,0.008935159,0.017952291,0.05607017,0.040495123,0.045003689,0.089105664,0.019017952,0.051725551,0.044265923,0.024018362
1220,北海道士別市,-8.523431404,32.74429706,11.86028366,54.46336996,88.11086168,0.595395462,0.127010355,0.180766689,0.47509983,19.77600943,17.33962079,99.81640428,0.194280746,0.000193218,0.001159308,0.10192252,0.067433098,0.00396097,0.003767752,0.047048594,0.1424017,0.01584388,0.006569414,0.031977587,0.053714617,0.03168776,0.039899527,0.121534151,0.023089557,0.050816346,0.046082504,0.016616752
1221,北海道名寄市,-5.004739956,26.89353078,12.3140793,47.96016484,92.13038563,0.558347754,0.107290648,0.140546234,0.48105652,12.51532906,11.83403733,100.9937563,0.124830117,0,0.001155205,0.067749388,0.049130198,0.008698016,0.004213101,0.047839087,0.155069312,0.019774395,0.00795053,0.015765154,0.058235934,0.037917912,0.049266105,0.130606143,0.015561294,0.052663767,0.150992117,0.002582223
1222,北海道三笠市,-11.16329126,42.33440955,7.562860777,61.18825911,82.64832023,0.564560151,0.225698089,0.193785429,0.357890617,9.125893348,23.96921385,102.1328637,0.090759978,0,0.009294697,0.097047567,0.132039366,0.006014215,0.001640241,0.051394204,0.140787315,0.00874795,0.004647348,0.014215418,0.047566976,0.041552761,0.025970476,0.15308912,0.013395298,0.084745763,0.071623838,0.005467469
1223,北海道根室市,-7.814800863,26.48307987,12.21057679,49.82275132,90.63193628,0.564152214,0.108772521,0.120053881,0.51724256,19.82706616,24.4386353,100.4657375,0.025158898,0.170683263,0.000463453,0.057534428,0.183395127,0.006157309,0.00390625,0.038334216,0.14340572,0.022974047,0.006091102,0.011851165,0.05078125,0.029925847,0.032971398,0.068260064,0.020987818,0.040585275,0.074284958,0.012248411
1224,北海道千歳市,2.200760651,17.43741773,14.85813971,40.07947686,104.5184408,0.612967113,0.074321155,0.097513942,0.47820606,2.825999193,19.064808,104.7241571,0.026451008,0.000134042,0.000491488,0.053996694,0.124860373,0.003462759,0.0059202,0.080268978,0.120839105,0.011505295,0.018028685,0.014811671,0.061167955,0.04372012,0.027903132,0.071958358,0.003596801,0.061659443,0.209954872,0.059269023
1225,北海道滝川市,-4.54250637,27.63099905,11.90415439,50.47623574,88.87819391,0.597028342,0.118549069,0.144299915,0.454899236,5.047726905,18.67551097,99.50196896,0.047662695,0,0.001171199,0.107699358,0.067471229,0.005550463,0.0042265,0.054537122,0.169671046,0.022252775,0.011864752,0.020419595,0.056981363,0.043130665,0.049597719,0.141613199,0.011355535,0.059476525,0.069559018,0.055759242
1226,北海道砂川市,-7.105373636,31.12930311,11.26679261,53.37903226,88.09594314,0.614202311,0.146908138,0.175503396,0.434666247,6.022493651,24.00532108,102.6395886,0.060123144,0,0.001690209,0.123505976,0.114451286,0.019075214,0.002293855,0.055656163,0.150670047,0.016177713,0.007002294,0.010141253,0.053241579,0.043824701,0.033562719,0.183025474,0.016298443,0.061813353,0.045756368,0.001690209
1227,北海道歌志内市,-18.23569638,41.21267381,7.681787098,60.21875,80.38651316,0.574724173,0.209628887,0.182547643,0.351720994,3.499675956,27.09008425,88.44312742,0.03499676,0,0.00712897,0.154244977,0.109526896,0.005184705,0.002592353,0.057679844,0.135450421,0.013609851,0.000648088,0.003888529,0.061568373,0.065456902,0.030460143,0.158133506,0.003888529,0.074530136,0.081011017,0
1228,北海道深川市,-7.486608461,34.9432657,9.68068503,56.30757098,86.3622072,0.590868486,0.132009926,0.18630273,0.454890548,19.27238806,12.8358209,100.9954026,0.191562355,0,0.001668985,0.073249884,0.052665739,0.005934168,0.00203987,0.04867872,0.141400093,0.016133519,0.008993973,0.027074641,0.052294854,0.037088549,0.044135373,0.160871581,0.023458507,0.059063514,0.047658785,0.006026889
1229,北海道富良野市,-5.408302074,26.84475225,13.00601863,48.97427653,88.91830854,0.559226995,0.099929909,0.13587664,0.506327549,20.53894183,13.88432468,103.3966775,0.203533339,0,0.00097696,0.077668322,0.058943255,0.00415208,0.001872507,0.050394855,0.13815843,0.012781894,0.007164374,0.016282667,0.098917203,0.028494667,0.045102988,0.115037043,0.023935521,0.055605308,0.051941708,0.00903688
1230,北海道登別市,-3.629235726,28.37281553,11.81747573,51.4964539,90.75225826,0.633856089,0.119234317,0.16402214,0.425765633,1.225535028,25.80482897,86.44761868,0.007749111,0.004467135,0,0.12644726,0.130777646,0.004877382,0.007293281,0.05866533,0.16692497,0.016501048,0.010028261,0.019053697,0.091166013,0.038107394,0.046221169,0.128452913,0.006016957,0.076397119,0.057662503,0.00319081
1231,北海道恵庭市,0.520292863,20.84013463,13.99742875,43.34722222,95.78430543,0.646990489,0.075582662,0.122776447,0.44268131,3.91669786,22.75836254,94.80860141,0.037245645,0.000227902,0.000195344,0.066775191,0.150773238,0.005046394,0.011102067,0.062282273,0.140908351,0.013739215,0.014748494,0.017874003,0.056552173,0.051733681,0.040566498,0.091551359,0.006576591,0.055640566,0.133224809,0.043236204
1233,北海道伊達市,-3.451127405,30.43418332,11.7877326,52.66779279,86.36597144,0.603533198,0.122414133,0.162080515,0.44464965,10.56437164,18.95955976,95.36633773,0.087037381,0.015312132,0.000681917,0.091500837,0.091500837,0.007315108,0.003843531,0.041224971,0.14704606,0.015374124,0.009980782,0.014878185,0.066579877,0.044200608,0.054553344,0.175748559,0.012956419,0.054925299,0.034157833,0.031182196
1234,北海道北広島市,-2.097658774,22.45743746,13.39953252,46.90510471,92.24374084,0.720326054,0.079551894,0.143193409,0.442032708,2.37700387,17.95388139,97.41852103,0.022415473,0.000149936,0.000487293,0.088537372,0.081415398,0.004685509,0.020841143,0.093935078,0.181572832,0.01851713,0.017242672,0.030961841,0.047904641,0.050603494,0.057125722,0.115825774,0.005959967,0.066271834,0.044868431,0.050678462
1235,北海道石狩市,-3.342360679,23.14796124,13.56311398,47.9352518,92.42272212,0.712643678,0.083166911,0.1416589,0.446063012,5.434993594,24.51570325,103.3019899,0.043291349,0.009502979,0.000603364,0.137717777,0.099818991,0.005015461,0.013387133,0.098913945,0.180707444,0.014216758,0.014329889,0.021381703,0.045817935,0.044309526,0.035598461,0.101629082,0.006599291,0.067275058,0.031261784,0.028622068
1236,北海道北斗市,-3.364423718,22.39188401,15.03416382,45.24297753,88.23529412,0.662659819,0.095891159,0.111135395,0.459339607,8.262331322,23.09676231,90.14823451,0.072383629,0.008928976,0.000815846,0.103612383,0.122875402,0.00267416,0.005348321,0.084394688,0.182069528,0.017948602,0.01087794,0.02003354,0.053392558,0.042650591,0.035806554,0.118070979,0.009790146,0.061913611,0.030548883,0.015863663
1303,北海道当別町,-7.865288287,24.58919874,11.5506075,48.52295082,93.70355078,0.601949634,0.083401029,0.129434064,0.448257487,16.65253724,18.91728231,96.33379516,0.163456966,0,0.001188778,0.116024727,0.068473609,0.004041845,0.012719924,0.057536852,0.156086543,0.013314313,0.014621969,0.020446981,0.050404184,0.04743224,0.033642416,0.085473134,0.01616738,0.06573942,0.054802663,0.018426058
1304,北海道新篠津村,-5.206258891,29.98577525,11.43669986,50.67073171,96.80851064,0.573159366,0.094128611,0.159366263,0.453769559,50.51948052,7.532467532,104.6372688,0.487774295,0,0,0.05015674,0.022570533,0.000626959,0.002507837,0.01630094,0.060188088,0.005642633,0.003134796,0.003134796,0.028840125,0.046394984,0.030094044,0.096551724,0.036990596,0.022570533,0.052037618,0.034482759
1331,北海道松前町,-16.14083219,37.99725652,9.042066758,59.17073171,85.33898305,0.546973917,0.180805267,0.185363383,0.424554184,12.53031528,34.06090003,96.47919524,0.018847604,0.106354335,0.000538503,0.131933226,0.207862143,0.003231018,0.00188476,0.029348411,0.123047927,0.014270328,0.001615509,0.009423802,0.042272482,0.028809908,0.036887453,0.090468498,0.017770598,0.029886914,0.104738826,0.000807754
1332,北海道福島町,-13.51192804,36.60539695,8.721157607,58.3,87.46334311,0.561843907,0.16522136,0.173893199,0.436644505,14.87455197,39.65053763,96.18693782,0.015673981,0.133004926,0.00447828,0.192566055,0.199283475,0.008956561,0.000447828,0.021943574,0.116883117,0.007165249,0.001343484,0.018808777,0.034482759,0.028213166,0.031347962,0.071204657,0.015226153,0.043887147,0.05463502,0.000447828
1333,北海道知内町,-8.277493102,29.601892,12.53448955,53.425,94.1829315,0.56331007,0.117647059,0.135094716,0.490737091,27.21033508,28.46184901,98.87662594,0.203212851,0.06746988,0.001204819,0.142168675,0.139759036,0.037751004,0.002811245,0.031726908,0.07188755,0.006425703,0.004417671,0.030522088,0.034939759,0.019277108,0.034538153,0.0562249,0.026104418,0.036947791,0.047389558,0.005220884
1334,北海道木古内町,-14.90357611,38.73806403,8.27560382,58.85096154,91.77737882,0.539792388,0.17949827,0.183391003,0.410222805,10.78117862,28.36911832,99.00767647,0.075764491,0.031948882,0.000456413,0.181652214,0.101323597,0.000912825,0.00182565,0.053856686,0.142857143,0.008215427,0.005020539,0.029666819,0.04564126,0.030579644,0.02464628,0.132359653,0.015518028,0.044272022,0.072569603,0.000912825
1337,北海道七飯町,-1.169939922,27.84240678,12.67704636,51.2755611,83.7982694,0.663534181,0.113322278,0.142896628,0.444612304,10.41227552,21.06904983,86.5404209,0.096404583,0.001185302,0.00023706,0.092058475,0.10517582,0.002212564,0.006795733,0.066534966,0.151560648,0.014144607,0.009719478,0.013907546,0.055867246,0.038166733,0.051600158,0.130067167,0.009561438,0.058474911,0.033583564,0.062741999
1343,北海道鹿部町,-11.32787917,27.6903713,11.24396895,51.70754717,96.33443163,0.588622754,0.1,0.166467066,0.432347388,38.05825243,21.74757282,98.07006503,0.008733624,0.371664241,0,0.058224163,0.159146046,0.000485201,0.001455604,0.025230471,0.08588064,0.004366812,0.000485201,0.002426007,0.050946143,0.028141679,0.022319262,0.064531781,0.024745269,0.043182921,0.047549733,0.000485201
1345,北海道森町,-10.68928831,29.18416485,12.23472759,52.65111111,87.75231287,0.546031298,0.134921754,0.124488933,0.478414245,22.96252927,30.05854801,101.192676,0.092111423,0.137406367,0.001170412,0.102645131,0.196629213,0.003277154,0.001170412,0.043071161,0.116924157,0.017673221,0.003628277,0.009363296,0.041081461,0.039325843,0.024578652,0.076779026,0.015098315,0.038155431,0.039442884,0.000468165
1346,北海道八雲町,-8.647332769,26.65784599,12.37893623,50.19360902,93.48761008,0.552467168,0.124697182,0.122657147,0.479995766,20.0401696,19.80584691,100.1164268,0.094487321,0.103528115,0.000661521,0.101102536,0.093936053,0.007828004,0.001212789,0.034619625,0.126240353,0.012348401,0.005402426,0.01753032,0.052701213,0.028224917,0.041675854,0.132194046,0.018522602,0.043329658,0.072546858,0.011907387
1347,北海道長万部町,-7.18759787,34.95145631,9.113686189,55.58585859,90.85475194,0.569014085,0.186267606,0.178521127,0.438459129,19.9428163,20.80057184,100.9082368,0.062857143,0.136428571,0.000357143,0.08,0.1275,0.006785714,0.001071429,0.065714286,0.123214286,0.012142857,0.002142857,0.004285714,0.085357143,0.031428571,0.043571429,0.082142857,0.020714286,0.066428571,0.047142857,0.000714286
1361,北海道江差町,-8.496223901,30.45313194,11.56152821,52.57264957,88.76310273,0.555470932,0.14166032,0.140898705,0.435139938,9.749872384,16.13067892,107.4633496,0.069167943,0.028330781,0.002041858,0.111281266,0.047983665,0.009443594,0.001786626,0.038795304,0.13654926,0.027565084,0.005870342,0.030117407,0.05079122,0.045686575,0.047728433,0.149310873,0.01914242,0.052577846,0.125829505,0
1362,北海道上ノ国町,-10.29845247,33.91672808,11.51436993,56.25301205,80.51213834,0.585577758,0.155516942,0.17680278,0.412859248,18.06797853,27.50447227,92.33603537,0.126282909,0.053993753,0.003123606,0.171798304,0.099509148,0.002231147,0.002231147,0.03480589,0.1048639,0.020080321,0.004462294,0.01383311,0.045069166,0.039268184,0.038375725,0.112449799,0.020526551,0.041499331,0.063364569,0.002231147
1363,北海道厚沢部町,-8.029031526,34.74710819,10.97754593,56.45402299,91.11400087,0.617916892,0.150566649,0.19158122,0.490360626,34.08880666,16.09620722,102.4041733,0.339500463,0.001387604,0.000925069,0.097132285,0.062904718,0.002775208,0.000925069,0.035152636,0.085106383,0.009713228,0.003237743,0.00693802,0.040703053,0.022201665,0.047641073,0.099444958,0.044865865,0.04440333,0.055041628,0
1364,北海道乙部町,-11.41107078,34.39201452,11.22958258,56.44776119,85.28793611,0.619354839,0.174193548,0.189784946,0.41969147,15.10557661,30.59014618,89.17876588,0.102162162,0.048648649,0.000540541,0.164324324,0.140540541,0.001621622,0.006486486,0.031351351,0.116216216,0.018378378,0.004324324,0.006486486,0.041081081,0.029189189,0.04,0.108648649,0.032972973,0.036756757,0.068648649,0.001621622
1367,北海道奥尻町,-11.21002308,32.73986152,10.45169799,55.08139535,100.9940358,0.547531319,0.155490052,0.162859248,0.480052753,13.11813187,14.07967033,100.7253544,0.024725275,0.106456044,0.000686813,0.116071429,0.024038462,0.009615385,0.000686813,0.059752747,0.105082418,0.007554945,0.003434066,0.010302198,0.083791209,0.024038462,0.063186813,0.080357143,0.019917582,0.055631868,0.20467033,0
1370,北海道今金町,-8.971871969,33.09085031,10.65308762,54.8313253,91.22102009,0.565365025,0.128183362,0.171052632,0.475751697,29.91162475,14.98980286,97.94697704,0.297655454,0.001359157,0.000679579,0.098199117,0.0509684,0.003058104,0.000679579,0.038735984,0.108392796,0.01019368,0.003737683,0.012911995,0.042813456,0.023785253,0.062861026,0.114509004,0.03058104,0.052667346,0.04587156,0.000339789
1371,北海道せたな町,-11.66840459,37.64337852,10.62565172,58.14215686,87.59780908,0.547773767,0.173285199,0.181227437,0.452971846,25.8005068,17.39230592,100.3962461,0.196362799,0.061464088,0.003453039,0.11878453,0.051565378,0.002071823,0.001381215,0.038213628,0.113029466,0.008977901,0.004143646,0.008747698,0.047651934,0.027854512,0.046270718,0.123848987,0.036141805,0.04558011,0.063766114,0.000690608
1391,北海道島牧村,-16.05839416,37.95620438,10.05053341,57.58695652,91.91810345,0.54816825,0.199457259,0.175033921,0.438517687,26.41025641,20,95.56428972,0.04737516,0.216389245,0,0.080665813,0.119078105,0.00128041,0,0.023047375,0.080665813,0.005121639,0,0.00128041,0.053777209,0.008962868,0.038412292,0.156209987,0.037131882,0.038412292,0.090909091,0.00128041
1392,北海道寿都町,-8.916642463,35.28899216,9.758931165,56.7745098,92.66927812,0.515706806,0.189136126,0.160994764,0.439151902,11.51555261,27.20052945,102.120244,0.027116402,0.087962963,0.001322751,0.113095238,0.157407407,0.003306878,0,0.03505291,0.136243386,0.014550265,0,0.001984127,0.034391534,0.036375661,0.03968254,0.172619048,0.017857143,0.042989418,0.077380952,0.000661376
1393,北海道黒松内町,-5.169230769,35.47692308,12.24615385,54.21568627,89.39393939,0.531930879,0.152516905,0.175056349,0.432615385,16.28733997,14.6514936,99.63076923,0.161450925,0.001422475,0.000711238,0.089615932,0.056187767,0.007112376,0.000711238,0.016358464,0.083214794,0.004978663,0.007112376,0.017780939,0.053342817,0.029871977,0.064722617,0.273826458,0.012091038,0.039118065,0.080369844,0
1394,北海道蘭越町,-8.484504913,32.99319728,12.11262283,55.0106383,92.22666182,0.58596326,0.131417805,0.169571361,0.486583522,29.47368421,14.73684211,95.38926682,0.289708738,0.003883495,0.000776699,0.121165049,0.024854369,0.000776699,0.000776699,0.03184466,0.119223301,0.008543689,0.004660194,0.015533981,0.077281553,0.027961165,0.036893204,0.100582524,0.022524272,0.048932039,0.060194175,0.003883495
